id,title,description,category,cast_data
7076,弱キャラ友崎くん,友崎文也は、日本屈指のゲーマーながら現実ではぼっちな高校生。“人生はクソゲー”だと言い切る彼が出会ったのは、学園のパーフェクトヒロイン・日南葵だった。「この『人生』というゲームに、真剣に向き合いなさい！」人生ははたしてクソゲーか、神ゲーか？日南の指導のもと、弱キャラ高校生の人生攻略が幕を開ける！,恋愛/ラブコメ,"[""[キャスト]"", ""友崎文也:佐藤 元／日南 葵:金元寿子／七海みなみ:長谷川育美／菊池風香:茅野愛衣／夏林花火:前川涼子／泉 優鈴:稗田寧々／水沢孝弘:島﨑信長／中村修二:岡本信彦／竹井:水野駿太郎"", ""[スタッフ]"", ""原作:屋久ユウキ「弱キャラ友崎くん」（小学館ガガガ文庫刊）／キャラクター原案:フライ／監督:柳 伸亮／シリーズ構成:志茂文彦／キャラクターデザイン:矢野 茜／音響監督:本山 哲／音響制作:ビットグルーヴプロモーション／音楽:水谷広実／音楽制作:ポニーキャニオン、アップドリーム／プロデュース:ドリームシフト／アニメーション制作:project No.9／オープニング主題歌:DIALOGUE+「人生イージー？」／エンディング主題歌:DIALOGUE+「あやふわアスタリスク」"", ""[製作年]"", ""2020年"", ""©屋久ユウキ・小学館／「弱キャラ友崎くん」製作委員会""]"
7077,回復術士のやり直し,【癒】の勇者としての素質に目覚め、勇者たちと世界を救う冒険の旅に出ることになった少年・ケヤル。しかし戦闘能力のない回復術士には、勇者たちにその能力を搾取され虐待を受ける日々が待っていた。自由と尊厳を奪われ、自我すらも失いかけたケヤルはある日、正気を取り戻し《回復》の真実に辿り着く。《回復》はただの癒やしではない。《回復》は世界を、人を、根源から揺るがす力である、と。ケヤルは世界そのものを《回復》し、四年前からすべてを“やり直す”ことを決意する。そして勇者たちへの報復に胸を躍らせるのだった……。「さあ、パーティー＜復讐＞のはじまりだ─」,SF/ファンタジー,"[""[キャスト]"", ""ケヤル／ケヤルガ:保住有哉／フレア／フレイア:渋谷彩乃／セツナ:石上静香／クレハ:相川奈都姫／イヴ:高森奈津美／ノルン:津田美波／ブレイド:ふじたまみ／ブレット:稲田 徹／アンナ:西 明日香"", ""[スタッフ]"", ""原作:月夜 涙（株式会社KADOKAWA 角川スニーカー文庫刊）／キャラクター原案:しおこんぶ／監督:朝岡卓矢／シリーズ構成・脚本:筆安一幸／キャラクターデザイン:ごとうじゅんじ／プロップデザイン:宮 豊／総作画監督:ごとうじゅんじ、齊藤佳子／美術監督:甲斐政俊／美術設定:平柳 悟、藤瀬智康／色彩設計:松山愛子／2Dワークス:越阪部ワタル／3DCG:伴 善徳／撮影監督:北岡 正／編集:肥田 文／音楽プロデューサー:竹山茂人／音楽:藤澤健至、鈴木暁也、Johannes Nilsson（Team-MAX）／音響監督:土屋雅紀／音響効果:中島勝大／音響制作:グロービジョン／音楽制作:ランティス／アニメーション制作:ティー・エヌ・ケー／製作:回復術士のやり直し製作委員会"", ""[製作年]"", ""2021年"", ""©2021 月夜 涙・しおこんぶ／KADOKAWA／回復術士のやり直し製作委員会""]"
7078,アイカツプラネット！,私立星礼高等学校に通うごく普通の高校生、音羽舞桜はある日、突然姿を消した陽 明咲のかわりに「アイカツプラネット！」のトップアイドル ハナとしてアイドル活動することになっちゃった！ でも舞桜がハナだってことは、みんなにはヒミツなんだって！あこがれの世界「アイカツプラネット！」では、だれもがとってもかわいいアイドルになれる！ ハナになった舞桜は、スイングを使ってドレシアの力が宿ったドレスを着て、ライバルたちとアツいバトルステージをくり広げるんだ！ 大親友の本谷 栞 、モデルとしても活躍中の珠樹るり 、カッコいい先輩の梅小路響子と一緒に本当のトップアイドルを目指す！ なりたい自分になれる場所！ アイカツプラネット！始まります！,ライブ/ラジオ/etc.,"[""[キャスト]"", ""音羽舞桜／ハナ:伊達花彩／珠樹るり／ルリ:小椋梨央／月城愛弓／キューピット:瑞季／梅小路響子／ビート:長尾寧音／本谷 栞／シオリ:渡邊璃音／栗六 杏／アン:エイミー／陽 明咲／ローズ:宇野愛海／糸井紗良／サラ:羽野瑠華"", ""[スタッフ]"", ""企画・原作・制作:BN Pictures／原案:バンダイ／総監督・監督:木村隆一／シリーズ構成:千葉美鈴／キャラクターデザイン:宮谷里沙／アニメーションアートディレクター:田尻健一／色彩設計:大塚眞純／音響監督:菊田浩巳／音楽:渡部チェル・小野貴光・津田ケイ／実写制作:東北新社"", ""[製作年]"", ""2021年"", ""©BNP/BANDAI, DENTSU, TV TOKYO, BNArts""]"
7081,スケートリーディング☆スターズ,「君は一生僕には勝てない。」ライバル・篠崎怜鳳からのその一言に、フィギュアスケートを辞めた前島絢晴。数年後、高校生となった前島は持ち前の運動神経をいかし、様々な部活の助っ人をしながら、何かに打ち込むことのない日々を過ごしていた。ある日、前島はライバルだった篠崎がシングルからスケートリーディングへ転向するという記者会見を目にする。そんな前島の前に流石井隼人と名乗る少年が現れる。彼は前島が以前シングルで活躍していたことも知っている様子で、「俺には、お前が必要だ」とフィギュア団体競技・スケートリーディングの世界へ誘うのだった。,ドラマ/青春,"[""[キャスト]"", ""前島絢晴:内田雄馬／流石井隼人:古川 慎／篠崎怜鳳:神谷浩史／寺内正太郎:日野 聡／桐山 樹:前野智昭／望月雪光:花江夏樹／望月暁光:土田玲央／城ノ内颯太:千葉翔也／窪田智之:佐藤 元／姫川泉澄:梅原裕一郎／氷室泰冴:小野友樹／倉吉虎之助:竹田海渡／久遠寺夢空:斉藤壮馬／石川 一:野島裕史／石川 二:野島健児"", ""[スタッフ]"", ""原作:谷口悟朗・バンダイナムコアーツ・J.C.STAFF／総監督:谷口悟朗／監督:福島利規／シリーズ構成・脚本:木村 暢／キャラクターデザイン原案:枢 やな／キャラクターデザイン・総作画監督:伊東葉子／キーアニメーター:高木有詩／衣装デザイン原案:オサレカンパニー／美術監督:奥村泰浩（スタジオリセス）／色彩設計:店橋真弓／撮影監督:廣瀬唯希／編集:瀧川三智（REAL-T）／音響監督:明田川 仁／振付・パフォーマンスディレクター:TETSU（Bugs Under Groove）／共同振付:小林宏一（プリンスアイスワールド）／音楽:高橋 諒／アニメーション制作:J.C.STAFF"", ""[製作年]"", ""2021年"", ""©TEAM SLS/スケートリーディングプロジェクト""]"
7082,バック・アロウ,"リンガリンド。その地は、壁に囲まれた世界。壁がその地を覆い、守り、育み、育てた。壁は神――それがその大地、リンガリンドの根幹である。ある日、リンガリンド辺境の地「エッジャ村」に謎の男「バック・アロウ」が現れる。アロウは記憶を失っているが、自分が「""壁の外""からやってきた」ことだけはわかると言う。記憶を取り戻すために壁の外を目指すアロウだったが次第に、自身をめぐる争いに巻き込まれていく――",アクション/バトル,"[""[キャスト]"", ""バック・アロウ:梶 裕貴／アタリー・アリエル:洲崎 綾／エルシャ・リーン:小澤亜李／ビット・ナミタル:小野賢章／カイ・ロウダン:置鮎龍太郎／シュウ・ビ:杉田智和／レン・シン:潘めぐみ／フィーネ・フォルテ:小清水亜美／プラーク・コンラート:小松未可子"", ""[スタッフ]"", ""監督:谷口悟朗／シリーズ構成・全話脚本:中島かずき／キャラクター原案:大高 忍／キャラクターデザイン・総作画監督:菅野利之／ブライハイトデザイン:天神英貴／CGアクションスーパーバイザー:山根理宏／音楽:田中公平／CG制作:ダイナモピクチャーズ／撮影:チップチューン／背景:スタジオワイエス／アニメーション制作:スタジオヴォルン"", ""[製作年]"", ""2021年"", ""©谷口悟朗・中島かずき・ANIPLEX／バック・アロウ製作委員会""]"
7083,WIXOSS DIVA(A)LIVE,カードゲーム「WIXOSS」が世界的な普及を迎え、オンラインのバーチャル空間「WIXOSSLAND」ではプレイヤー自身がルリグとなって行われるカードバトルが流行していた。その中でも3人でチームを組んで戦う「ディーヴァバトル」が最大の人気を誇り、彼女たちはファンである「セレクター」の数を競っていた。圧倒的強さと共に、歌やパフォーマンスでもセレクターたちを魅了していた「夢限少女」という伝説のディーヴァに、子供の頃から憧れていた高校一年生の明日平和は、トップディーヴァになる夢を追いかけ「ディーヴァバトル」の世界へと飛び込んでいく…！,アクション/バトル,"[""[キャスト]"", ""明日平和（ヒラナ）:福積沙耶／魁 令（レイ）:白石晴香／温故昭乃（アキノ）:星ノ谷しずく／猫澤 奈々（MC.LION）:西田望見／兎川 美々（DJ.LOVIT）:広瀬ゆうき／犬宮 羅々（VJ.WOLF）:長谷川玲奈／タマゴ博士（Dr.タマゴ）:真野あゆみ／野場越 超（ノヴァ）:渡辺琴音／ビッグ・バン（バン）:水上亜紗美／夜伽 ムジカ（ムジカ）:ラマルファミッシェル立山／摩訶 円（マドカ）:田辺留依／東雲 山河（サンガ）:渡部紗弓"", ""[スタッフ]"", ""原作:LRIG／監督:松根マサト／シリーズ構成:玉井☆豪／キャラクター原案:NC帝國／キャラクターデザイン:しぐれうい／アニメーションキャラクターデザイン:斉藤良成／音響監督:岩浪美和／音楽:井内舞子／オープニングテーマ:No Limit「D-(A)LIVE!!」／アニメーション制作:J.C.STAFF／製作:Project WDA"", ""[製作年]"", ""2020年"", ""©LRIG/Project WDA""]"
7085,たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語,都会から遠く遠く離れた村で暮らす少年・ロイド。軍人になる夢を抱く彼は何を隠そう「村で一番弱い男」。そんな彼が軍人を目指すことに周囲の村人は大反対。けれどもロイドの決意は固く、王都へと旅立っていきました。しかし、彼を含む村の人々はある重大な事実を知らなかったのです。自分たちがかつて世界を救った英雄の末裔で、全員が人間離れした力を持っていること。そして「村で一番弱い」ロイドも一般的には常識外れに強いことを……。身体能力バツグン！古代魔法も完璧！挙句の果てには家事もおまかせ！己の強さを勘違いした村人による無自覚最強ファンタジー、ここに開幕です！,SF/ファンタジー,"[""[キャスト]"", ""ロイド:花守ゆみり／マリー:茅野愛衣／アルカ:日岡なつみ／セレン:朝日奈丸佳／リホ:津田美波／フィロ:伊藤美来／アラン:山下誠一郎／ショウマ:斉藤壮馬／メルトファン:日野 聡／コリン:M・A・O"", ""[スタッフ]"", ""原作:サトウとシオ（GA文庫／SBクリエイティブ刊）／キャラクター原案:和狸ナオ／監督:migmi／キャラクターデザイン:飯野まこと／シリーズ構成:赤尾でこ／美術監督:三宅昌和／色彩設計:相田美里／撮影監督:高津純平／編集:榎田美咲／音響監督:明田川仁／音楽:未知瑠／アニメーション制作:ライデンフィルム"", ""[製作年]"", ""2021年"", ""©サトウとシオ・SBクリエイティブ／ラスダン製作委員会""]"
7088,はたらく細胞!!,これはあなたの物語。あなたの体内(からだ)の物語──。人の細胞の数、およそ37兆個（新説）。細胞たちは体という世界の中、今日も元気に、休むことなく働いている。酸素を運ぶ赤血球、細菌と戦う白血球……。そこには、知られざる細胞たちのドラマがあった。新たな細胞、新たな細菌やウイルスの登場により、物語は新たな展開に！擬人化モノの新定番、大人気コミック「はたらく細胞」のテレビアニメ第2期！誰もが共感できる、体内細胞擬人化ストーリー,アクション/バトル,"[""[キャスト]"", ""赤血球:花澤香菜／白血球（好中球）:前野智昭／キラーT細胞/メモリーT細胞:小野大輔／マクロファージ:井上喜久子／血小板:長縄まりあ／血小板（うしろまえちゃん）:石見舞菜香／巨核球:甲斐田裕子／記憶細胞:中村悠一／B細胞:千葉翔也／マスト細胞:川澄綾子／NK細胞:行成とあ／樹状細胞:岡本信彦／ヘルパーT細胞:櫻井孝宏／制御性T細胞:早見沙織／一般細胞:小林裕介／乳酸菌（クロ）:吉田有里／乳酸菌（アカ）:高橋李依／乳酸菌（パンダ）:藤原夏海／乳酸菌（ブチ）:久保ユリカ／がん細胞:石田 彰／ナレーション:能登麻美子"", ""[スタッフ]"", ""原作:清水 茜（講談社「月刊少年シリウス」連載）／監督:小倉宏文／シリーズ構成・脚本:柿原優子／キャラクターデザイン:吉田隆彦／細菌キャラクターデザイン・プロップデザイン・アクション作画監督:三室健太／サブキャラクターデザイン:玉置敬子／総作画監督:吉田隆彦・玉置敬子・北尾 勝／美術監督:細井友保（スタジオちゅーりっぷ）／美術設定:曽野由大／色彩設計:水野愛子／撮影監督:大島由貴／3DCG監督:石井規仁／編集:廣瀬清志（エディッツ）／音響監督:明田川仁／音響制作:マジックカプセル／音楽:末廣健一郎・MAYUKO／アニメーションプロデューサー:若松 剛／アニメーション制作:david production／製作:アニプレックス・講談社・david production"", ""[製作年]"", ""2021年"", ""ⓒ清水茜／講談社・アニプレックス・davidproduction""]"
7089,プレイタの傷,東京――『暁特区』。国から捨てられ、無法地帯となった街を守るのは、神を封じたタトゥーを宿す者たち ――スカードだった。様々な困難が『ヘリオス』『アルテミス』『公安特務』に襲いかかり、ぶつかり合いながら乗り越えていく。いつしか彼らを繋ぐ絆は憎しみや怒りではなく信頼へと形を変えていく。「プレイタの傷」は彼らが背中を預け合える仲間になるまでの物語である,ドラマ/青春,"[""[キャスト]"", ""嵐柴エイジ:髙坂篤志／嵐柴カズマ:千葉翔也／茶木縞カガミ:榎木淳弥／鷲峰ラン:益山武明／烏末ジン:野上 翔／龍眞コウガ:八代 拓／虎尊イツキ:畠中 祐／甲斐ヤマト:ランズベリー・アーサー／甲斐ミナト:山谷祥生／三門バンリ:福山 潤／由岐アズサ:釘宮理恵／鞍馬ホクト:福原かつみ／先代フレスヴェルグ:津田健次郎／先代モリガン:上田燿司"", ""[スタッフ]"", ""原作:GoHands × Frontier Works／監督・キャラクターデザイン:鈴木信吾／脚本:八薙玉造／総作画監督:古田 誠、谷 圭司／メカデザイナー:大久保 宏／メインアニメーター:内田孝行、大久保 宏／音楽:コーニッシュ、GOON TRAX／美術監督:内藤 健／撮影監督:武貞慎之介／音響監督:村松久進／音響制作:グロービジョン／アニメーション制作:GoHands／製作:Praeter-Project"", ""[製作年]"", ""2021年"", ""©GoHands,Frontier Works／Praeter-Project""]"
7090,PUI PUI モルカー,舞台はモルモットが車になった世界。癒し系の車“モルカー”。くりっくりな目と大きな丸いお尻、トコトコ走る短い手足。常にとぼけた顔で走り回るモルカー。渋滞しても、前のモルモットのお尻を眺めているだけで癒されるし、ちょっとしたトラブルがあってもモフモフして可愛いから許せてしまう？！クルマならではの様々なシチュエーションを中心に、癒しあり、友情あり、冒険あり、ハチャメチャアクションもありのモルだくさんアニメーション！,ショート,"[""[キャスト]"", ""出演:ポテト、シロモ、アビー、チョコ、テディ"", ""[スタッフ]"", ""原案:見里朝希 シンエイ動画 ジャパングリーンハーツ／監督・脚本:見里朝希／絵コンテ:見里朝希、小野ハナ、佐藤桂／アニメーター:いわつき育子、佐藤桂、高野真、見里朝希／美術:いわつき育子、開發道子、佐藤桂、佐藤華音、見里朝希、村松怜那、アトリエKOCKA／音楽:小鷲翔太／音響:野口あきら／アニメーション制作:シンエイ動画/ジャパングリーンハーツ／製作:モルカーズ"", ""[製作年]"", ""2021年"", ""©見里朝希JGH・シンエイ動画／モルカーズ""]"
7091,ワールドトリガー 2ndシーズン,新たな脅威に立ち向かう界境防衛機関“ボーダー”の精鋭たち！未知なる力を持つ「近界民（ネイバー）」の襲撃に対抗すべく設立された界境防衛機関“ボーダー”。その末端に所属する三雲修は、偶然知り合った「近界民」空閑遊真と幼馴染である雨取千佳と共に三雲隊を結成、「近界（ネイバーフッド）」への遠征部隊加入を目指すべくボーダー内部のランク戦を勝ち抜こうと奮闘していた。そんな中、新たなに「近界」からの襲撃が予測されるという情報がもたらされる。最大級の軍事国家アフトクラトルによる第二次大規模侵攻の傷の癒えぬ三門市と市民の混乱を避けるためボーダーは迅悠一の予知をもとにA級を中心とした精鋭隊員による極秘迎撃態勢を整えようとしていた。「門（ゲート）」が上空に発現し、攻撃手（アタッカー）ランク1位の太刀川慶が動き出そうしたその瞬間、迅が捉えた未来はー！？,アクション/バトル,"[""[キャスト]"", ""空閑遊真:村中知／三雲 修:梶 裕貴／雨取千佳:田村奈央／迅 悠一:中村悠一／ヒュース:島﨑信長"", ""[スタッフ]"", ""原作:葦原大介／シリーズ構成:吉野弘幸／音楽:川井憲次／キャラクターデザイン・総作画監督:海谷敏久／シリーズディレクター:畑野森生"", ""[製作年]"", ""2021年"", ""©葦原大介／集英社・テレビ朝日・東映アニメーション""]"
7092,怪物事変,古来よりこの世の影に潜み、人に見つからぬよう、人と関わり合って生きる“怪物”（けもの）という存在。彼らの多くは人間の世界に適応し、社会に交じり生活していた。しかし現代では、人と必要以上に深く関わろうとするケースが多数報告されるようになっていた。探偵事務所を営む隠神は、そんな“怪物”たちが起こす怪事件のうちの一つを追い、片田舎のとある村を訪れる。そしてそこで夏羽という少年に出会う—。,SF/ファンタジー,"[""[キャスト]"", ""夏羽（かばね）:藤原夏海／織（しき）:花江夏樹／晶（あきら）:村瀬 歩／隠神（いぬがみ）:諏訪部順一／ミハイ:小野大輔／紺（こん）:花守ゆみり／飯生（いなり）:花澤香菜／野火丸（のびまる）:下野 紘"", ""[スタッフ]"", ""原作:藍本 松（集英社「ジャンプSQ.」連載）／監督:藤森雅也／シリーズ構成:木村 暢／キャラクターデザイン・総作画監督:立花希望／総作画監督:西岡夕樹・遠藤江美子／怪物デザイン・アクション作画監督:宮本雄岐／プロップデザイン:ヒラタリョウ／美術:インスパイアード／美術監督:西口早智子／美術アドバイザー:増山 修／美術設定:大原盛仁／色彩設計:中野尚美／撮影:旭プロダクション 白石スタジオ／撮影監督:佐藤哲平／オフライン編集:瀬山編集室／編集:松原理恵／音響監督:長崎行男／音響制作:JTB Next Creation／音楽:森 悠也／音楽制作:ランティス／アニメーション制作:亜細亜堂"", ""[製作年]"", ""2021年"", ""©藍本松／集英社・「怪物事変」製作委員会""]"
7093,のんのんびより のんすとっぷ,「旭丘分校」の生徒はたった5人。学年も性格も違うけれど、野菜を作ったり、虫捕りをしたり、楽器を練習してみたり・・・春夏秋冬の変わりゆく田舎生活はワクワクが止まりません。のどかでいつも通りだけど、くすっときて、ちょっぴり沁みて、心がほっこりする。まったりゆるゆるなメンバーが送る日常が、またまたはじまります。,コメディ/ギャグ,"[""[キャスト]"", ""宮内れんげ:小岩井ことり／一条 蛍:村川梨衣／越谷夏海:佐倉綾音／越谷小鞠:阿澄佳奈／越谷 卓:？？？／宮内一穂:名塚佳織／加賀山 楓:佐藤利奈／宮内ひかげ:福圓美里／富士宮このみ:新谷良子／篠田あかね:田中あいみ／しおり:久野美咲"", ""[スタッフ]"", ""原作:あっと（月刊コミックアライブ連載／KADOKAWA 刊）／監督:川面真也／シリーズ構成:吉田玲子／キャラクターデザイン:大塚 舞／総作画監督:大塚 舞、古川英樹／色彩設計:重冨英里／美術監督:畠山佑貴／美術:草薙／撮影監督:佐藤 敦／編集:坪根健太郎／音響監督:亀山俊樹／音楽:水谷広実／音楽制作:ランティス／アニメーション制作:SILVER LINK.／OP主題歌:「つぎはぎもよう」nano.RIPE／ED主題歌:「ただいま」歌：宮内れんげ（小岩井ことり）、一条蛍（村川梨衣）、越谷夏海（佐倉綾音）、越谷小鞠（阿澄佳奈）"", ""[製作年]"", ""2021年"", ""©2021 あっと・KADOKAWA刊/旭丘分校管理組合三期""]"
7095,裏世界ピクニック,「検索してはいけないもの」を探しにいこう。「くねくね」「八尺様」「きさらぎ駅」……。実話怪談として語られる危険な存在が出現する〈裏世界〉。そこは、現実と隣合わせで、謎だらけの世界。紙越空魚（かみこし そらを）は廃屋内の扉から〈裏世界〉を発見し、そこで仁科鳥子（にしな とりこ）と出会う。この出会いが空魚の人生を一変させる。鳥子は空魚に〈裏世界〉の探索の協力を依頼する。彼女は〈裏世界〉で行方不明になった「冴月」という女性を探していた。探検と研究、そしてお金稼ぎのため、空魚は鳥子と行動をともにする。非日常へ足を踏み入れた二人は様々な怪異と遭遇し、危険なサバイバルが始まる。,ホラー/サスペンス/推理,"[""[キャスト]"", ""紙越空魚:花守ゆみり／仁科鳥子:茅野愛衣／小桜:日高里菜／瀬戸茜理:富田美憂"", ""[スタッフ]"", ""原作:宮澤伊織（ハヤカワ文庫JA／早川書房刊）／キャラクター原案:shirakaba／監督・シリーズ構成:佐藤卓哉／キャラクターデザイン・総作画監督:西畑あゆみ／クリーチャーデザイン:江間一隆／エフェクト作画監督:吉田徹（アニメアール）／美術監督:松本浩樹（アトリエPlatz）／色彩設計:岩井田 洋（Assez Finaud Fabric.）／撮影監督:口羽 毅（Assez Finaud Fabric.)／3Dディレクター:白石優也（FelixFilm）／編集:後藤正浩（REAL-T）／音楽:渡辺 剛／オープニング:CHiCO with HoneyWorks／エンディング:佐藤ミキ／アニメーション制作:LIDENFILMS×FelixFilm"", ""[製作年]"", ""2021年"", ""©宮澤伊織・早川書房／DS研""]"
7096,怪病医ラムネ,人に心がある限り、悩みを抱える者がいる。 そこに“怪”が入り込み、身体に奇妙な症状を引き起こす。“怪病”と呼ばれるその病は、人知れず、だが確かに存在している 現代医学では治す手立ての見込めないその病に 弟子と共に立ち向かう医者がいた。その名はラムネ。風貌は決して医者には見えず、どんな時も自由にふるまい、さらに口まで悪い。 けれど ひとたび怪病に向き合えば 患者たちが心の底に隠していた悩みの原因を、瞬時に暴いて治療する。そしてその先には―― 。,ホラー/サスペンス/推理,"[""[キャスト]"", ""ラムネ:内田雄馬／クロ:永塚拓馬／彩芽:植田佳奈／丹己:岡本信彦／紅葉:諏訪部順一"", ""[スタッフ]"", ""原作: 阿呆トロ （講談社「シリウスKC」より刊行）／監督:大庭秀昭／シリーズ構成・脚本:久尾 歩／キャラクターデザイン:佐藤陽子／サブキャラクターデザイン:小林利充／音響監督:髙桑 一／音楽:織田哲郎／音楽制作:キングレコード／アニメーション制作:プラチナビジョン／製作:「怪病医ラムネ」製作委員会"", ""[製作年]"", ""2021年"", ""©阿呆トロ・講談社／「怪病医ラムネ」製作委員会""]"
7108,SHAMAN KING,“SHAMAN KING” それは、 森羅万象を司る星の王 。神や霊と交流できる「シャーマン」と呼ばれる者達が、500年に一度「シャーマンファイト」でその座を争う。そんなシャーマンの一人である少年・麻倉 葉の、シャーマンキングを目指す戦いが、2021年4月、完全新作TVアニメーションとして今、始まる。,アクション/バトル,"[""[キャスト]"", ""麻倉葉:日笠陽子／阿弥陀丸:小西克幸／小山田まん太:犬山イヌコ／恐山アンナ:林原めぐみ／道 蓮:朴璐美／馬孫:高口公介／梅宮竜之介:田中正彦／蜥蜴郎:高木渉／ホロホロ:うえだゆうじ／コロロ:中島愛／ファウストⅧ世:子安武人／リゼルグ・ダイゼル:沢海陽子／チョコラブ・マクダネル:くまいもとこ／アイアンメイデン・ジャンヌ:堀江由衣／マルコ:中村悠一／玉村たまお:水樹奈々／ポンチ:宮園拓夢／コンチ:観世智顕／道 潤:根谷美智子／李白竜:櫻井トオル／ピリカ:日高里菜／シルバ:緑川光／カリム:花輪英司／喪助:森田成一／ハオ:高山みなみ"", ""[スタッフ]"", ""原作:武井宏之『SHAMAN KING』（講談社「少年マガジンエッジコミックス」）／監督:古田丈司／シリーズ構成:米村正二／キャラクターデザイン:佐野聡彦／プロップデザイン:柴田ユウジ／美術監督:木村仁哉／美術設定:川口正明／色彩設計:大塚奈津子／撮影監督:川瀬輝之／編集:坂本久美子／音楽:林ゆうき／音響監督:三間雅文／音楽制作:キングレコード／音響制作:テクノサウンド／アニメーション制作:ブリッジ"", ""[製作年]"", ""2021年"", ""©武井宏之・講談社／SHAMAN KING Project.・テレビ東京""]"
7113,妖怪ウォッチ♪,ある夏の日、ごくごくフツーの小学5年生「天野ケータ」が出会った、白い奇妙な生き物、それはなんと、ウィスパーという名の妖怪だった！ウィスパーから、妖怪を見ることができる腕時計「妖怪ウォッチ」を受け取ると、その日からケータの日常は大きく変わることに・・・実は街のいたるところには、いろいろな妖怪たちが！しかも、朝起きることができないのも、急におなかが減るのも、突然ものすごい大きなオナラが出るのも、世の中で起きるよくあるトラブルは、すべて妖怪の仕業！？そんな、妖怪たちが引き起こすトラブルには、ウォッチからトモダチ妖怪を呼び出して解決だ！ウィスパー、ジバニャン、コマさんなど、いろいろな妖怪たちと繰り広げる面白くて、ちょっぴり奇妙な物語。さあ行こう♪新たな妖怪の世界へ！！,ホラー/サスペンス/推理,"[""[キャスト]"", ""ケータ:戸松 遥／ウィスパー:関 智一／ジバニャン:小桜エツコ／コマさん:遠藤 綾／クマ:奈良 徹／カンチ:佐藤智恵"", ""[スタッフ]"", ""企画原案/エグゼクティブアドバイザー:日野 晃博／原作:レベルファイブ／監督:泉保 良輔／監督補佐:北條 史也／シリーズ構成:加藤 陽一／妖怪＆キャラクターデザイン原案:長野 拓造・田中 美穂／音楽:西郷憲一郎／音響監督:千葉 繁／アニメーション制作:オー・エル・エム"", ""[製作年]"", ""2021年"", ""©LEVEL-5/妖怪ウォッチ♪プロジェクト・テレビ東京""]"
7115,BLUE REFLECTION RAY/澪,――私が私でいられたのは、お姉ちゃんがいてくれたから だから、私もね…… 失踪した姉・美弦を探す平原陽桜莉は、転入生の羽成瑠夏と運命的な出会いを果たす。 自分の信じる道を突き進む陽桜莉と、人との付き合い方が分からず不器用な瑠夏。 正反対の二人は、偶然にも同じ指輪――『Blue Reflection』を手にしていた。 指輪は光り、少女たちの想いの暴走を陽桜莉と瑠夏に知らせる。 そして今、それぞれの想いをかけた戦いが始まろうとしていた――。,アクション/バトル,"[""[キャスト]"", ""平原陽桜莉:石見舞菜香／羽成瑠夏:千菅春香／田辺 百:高倉有加／白樺 都:大和田仁美／平原美弦:上田麗奈／山田仁菜:玉城仁菜／駒川 詩:田辺留依／水崎紫乃:井澤詩織"", ""[スタッフ]"", ""原作:コーエーテクモゲームス『BLUE REFLECTION　幻に舞う少女の剣』／監督:吉田りさこ／シリーズ構成:和場明子／キャラクター原案:岸田メル／キャラクターデザイン:菊田幸一／音響監督:岩浪美和／音響制作:マジックカプセル／音楽:篠田大介／美術監督:三原伸明（スタジオ・ユニ）／色彩設計:舩橋美香／撮影監督:高橋昭裕／編集:須藤瞳(REAL-T)／音楽制作:DMM music／アニメーション制作:J.C.STAFF／製作:DMM pictures、MBS"", ""[製作年]"", ""2021年"", ""©コーエーテクモゲームス/AASA""]"
7116,転生したらスライムだった件 転スラ日記,「貴重な紙を手に入れたので、俺のこれまでを日記形式で綴ることにした。書き出しはそうだな…『転生したらスライムだった』。そこから俺の冒険が――冒険…が?」お茶目でユーモラスなリムルとテンペストの仲間たちの日常をふんだんに描く、“スライムライフ系”転生エンターテインメント!,日常/ほのぼの,"[""[キャスト]"", ""リムル:岡咲美保／ベニマル:古川 慎／シュナ:千本木彩花／シオン:M・A・O／ソウエイ:江口拓也／ハクロウ:大塚芳忠／クロベエ:柳田淳一／リグルド:山本兼平／ゴブタ:泊 明日菜／ランガ:小林親弘／ゲルド:山口太郎／ガビル:福島 潤／ソーカ:大久保瑠美／トレイニー:田中理恵／ミリム:日高里菜"", ""[スタッフ]"", ""原作:柴・伏瀬・みっつばー『転スラ日記 転生したらスライムだった件』（講談社「月刊少年シリウス」連載）／監督:生原雄次／アニメーションディレクター:井之川慎太郎・登坂 晋／シリーズ構成:コタツミカン／キャラクターデザイン:髙井里沙 ・入江 篤／美術監督:佐藤 歩／色彩設計:斉藤麻記／撮影監督:佐藤 洋／CGIディレクター:生原雄次・相澤楓馬／編集:神宮司由美／音響監督:明田川 仁／音楽:R・O・N／アニメーション制作:エイトビット"", ""[製作年]"", ""2021年"", ""©柴・伏瀬・講談社／転スラ日記製作委員会""]"
