work_id,work_title,child_id,child_title
2927,生徒会の一存 Lv.2,3008,生徒会の一存 Lv.2,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/94/1/10941_1_8_8b.png?1551421557000
2930,俺の彼女と幼なじみが修羅場すぎる,3504,俺の彼女と幼なじみが修羅場すぎる,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/08/3/11083_1_8_8b.png?1551175183000
2935,スタードライバー THE MOVIE,1989,スタードライバー THE MOVIE,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/63/5/20635_1_8_8b.png?1551423246000
2937,AMNESIA,1027,AMNESIA,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/85/4/21854_1_8_8b.png?1581305675000
2939,僕は友達が少ないNEXT,2912,僕は友達が少ないNEXT,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/02/6/20026_1_8_8b.png?1551176122000
2940,閃乱カグラ,2418,閃乱カグラ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/53/9/11539_1_8_8b.png?1551178729000
2942,超ゼンマイロボ パトラッシュ,1775,超ゼンマイロボ パトラッシュ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/23/53/5/23535_1_8_8b.png?1580891846000
2946,デス・ビリヤード,4333,デス・ビリヤード,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/70/6/21706_1_8_8b.png?1551262641000
2947,ドキドキ！プリキュア,977,ドキドキ！プリキュア,https://cs1.anime.dmkt-sp.jp/anime_kv/img/24/38/9/24389_1_8_8b.png?1606446123000
2953,カードファイト!! ヴァンガード リンクジョーカー編,1329,カードファイト!! ヴァンガード リンクジョーカー編,""
2954,琴浦さん,3571,琴浦さん,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/73/0/10730_1_8_8b.png?1551175748000
2960,波打際のむろみさん,777,波打際のむろみさん,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/81/4/22814_1_8_8b.png?1562115638000
2962,デート・ア・ライブ,191,デート・ア・ライブ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/06/7/11067_1_8_8b.png?1551177801000
2963,ゆうとくんがいく,4202,ゆうとくんがいく,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/30/4/11304_1_8_8b.png?1551177705000
2968,劇場版 Steins;Gate 負荷領域のデジャヴ,4278,劇場版 STEINS;GATE 負荷領域のデジャヴ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/42/5/11425_1_8_8b.png?1551178937000
2969,翠星のガルガンティア,509,翠星のガルガンティア,""
2970,惡の華,4301,惡の華,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/83/1/22831_1_8_8b.png?1559808007000
2972,やはり俺の青春ラブコメはまちがっている。,3485,やはり俺の青春ラブコメはまちがっている。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/96/7/22967_1_8_8b.png?1564642932000
2978,はたらく魔王さま！,70,はたらく魔王さま！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/79/6/10796_1_8_8b.png?1551182373000
2980,ゆゆ式,3912,ゆゆ式,https://cs1.anime.dmkt-sp.jp/anime_kv/img/23/21/0/23210_1_8_8b.png?1578647201000
2982,絶対防衛レヴィアタン,1001,絶対防衛レヴィアタン,""
2983,ムシブギョー,2415,ムシブギョー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/23/99/7/23997_1_8_8b.png?1592798456000
2984,とある科学の超電磁砲S,56,とある科学の超電磁砲S,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/79/9/10799_1_8_8b.png?1551181868000
2985,キングダム 第2シリーズ,4360,キングダム 第2シリーズ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/85/6/20856_1_8_8b.png?1583915408000
2988,秘密結社 鷹の爪 MAX,3087,秘密結社 鷹の爪 MAX,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/05/3/21053_1_8_8b.png?1551266665000
2994,言の葉の庭,4643,言の葉の庭,""
2995,プリティーリズム・レインボーライブ,4483,プリティーリズム・レインボーライブ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/20/5/21205_1_8_8b.png?1551348326000
2998,RDG レッドデータガール,539,RDG レッドデータガール,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/85/7/10857_1_8_8b.png?1551182951000
3001,変態王子と笑わない猫。,3528,変態王子と笑わない猫。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/95/3/10953_1_8_8b.png?1551422306000
3007,革命機ヴァルヴレイヴ,577,革命機ヴァルヴレイヴ,""
3009,映画プリキュアオールスターズNewStage2 こころのともだち,1121,映画プリキュアオールスターズNewStage2 こころのともだち,""
3011,俺の妹がこんなに可愛いわけがない。,3505,俺の妹がこんなに可愛いわけがない。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/79/7/10797_1_8_8b.png?1551177323000
3014,探検ドリランド-1000年の真宝-,1110,探検ドリランド-1000年の真宝-,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/05/0/20050_1_8_8b.png?1551174642000
3015,断裁分離のクライムエッジ,2463,断裁分離のクライムエッジ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/11/5/22115_1_8_8b.png?1551351534000
3016,DD北斗の拳,3073,DD北斗の拳,""
3017,鉄人28号ガオ！,2121,鉄人28号ガオ！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/97/1/10971_1_8_8b.png?1552445419000
3026,宮河家の空腹,3217,宮河家の空腹,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/07/3/11073_1_8_8b.png?1551173451000
3027,うたの☆プリンスさまっ♪ マジLOVE2000％,3559,うたの☆プリンスさまっ♪ マジLOVE2000％,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/58/8/11588_1_8_8b.png?1551353810000
3028,百花繚乱 サムライブライド,768,百花繚乱 サムライブライド,""
3031,フォトカノ,4599,フォトカノ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/56/8/21568_1_8_8b.png?1551269249000
3033,ぼくは王さま,4836,ぼくは王さま,""
3035,よんでますよ、アザゼルさん。Z,2992,よんでますよ、アザゼルさん。Z,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/42/3/11423_1_8_8b.png?1551174789000
3042,SHORT PEACE,1416,SHORT PEACE,https://cs1.anime.dmkt-sp.jp/anime_kv/img/23/70/7/23707_1_8_8b.png?1584086499000
3046,私がモテないのはどう考えてもお前らが悪い！,2962,私がモテないのはどう考えてもお前らが悪い！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/91/4/20914_1_8_8b.png?1551261501000
3049,サーバント×サービス,2931,サーバント×サービス,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/30/3/21303_1_8_8b.png?1551261273000
3053,Fate/kaleid liner プリズマ☆イリヤ,309,Fate/kaleid liner プリズマ☆イリヤ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/16/5/11165_1_8_8b.png?1551180745000
3055,帰宅部活動記録,2981,帰宅部活動記録,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/14/9/20149_1_8_8b.png?1551180679000
3057,魔界王子 devils and realist,709,魔界王子 devils and realist,https://cs1.anime.dmkt-sp.jp/anime_kv/img/24/01/0/24010_1_8_8b.png?1592798501000
3064,神さまのいない日曜日,598,神さまのいない日曜日,""
3065,きんいろモザイク,2937,きんいろモザイク,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/02/7/20027_1_8_8b.png?1551180860000
3066,有頂天家族,422,有頂天家族,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/07/5/20075_1_8_8b.png?1551181425000
3073,恋愛ラボ,3691,恋愛ラボ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/23/97/7/23977_1_8_8b.png?1589853689000
3078,ガッチャマン クラウズ,650,ガッチャマン クラウズ,""
3082,BROTHERS CONFLICT,3630,BROTHERS CONFLICT,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/38/3/21383_1_8_8b.png?1551423685000
3083,機動戦士ガンダムAGE MEMORY OF EDEN,1726,機動戦士ガンダムAGE MEMORY OF EDEN,""
3085,劇場版 あの日見た花の名前を僕達はまだ知らない。,3012,劇場版 あの日見た花の名前を僕達はまだ知らない。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/29/0/20290_1_8_8b.png?1551260449000
3086,ロウきゅーぶ！SS,3626,ロウきゅーぶ！SS,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/88/4/10884_1_8_8b.png?1551175286000
3089,ハイスクールD×D NEW,287,ハイスクールD×D NEW,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/63/2/11632_1_8_8b.png?1551182110000
3091,犬とハサミは使いよう,2949,犬とハサミは使いよう,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/00/3/11003_1_8_8b.png?1551173749000
3096,君のいる町,3647,君のいる町,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/29/3/21293_1_8_8b.png?1551262268000
3105,DIABOLIK LOVERS,3627,DIABOLIK LOVERS,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/00/0/11000_1_8_8b.png?1551181233000
3110,ふたりはミルキィホームズ,1402,ふたりはミルキィホームズ,""
3111,義風堂々！！ 兼続と慶次 ,2364,義風堂々！！ 兼続と慶次,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/90/0/10900_1_8_8b.png?1551182337000
3114,ブラッドラッド,2332,ブラッドラッド,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/16/7/11167_1_8_8b.png?1551184570000
3122,ファンタジスタドール,1008,ファンタジスタドール,""
3127,境界の彼方,220,境界の彼方,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/21/4/21214_1_8_8b.png?1551263170000
3132,凪のあすから,168,凪のあすから,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/00/1/11001_1_8_8b.png?1551178775000
3133,ゴールデンタイム,3499,ゴールデンタイム,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/00/6/11006_1_8_8b.png?1551175538000
3138,WHITE ALBUM2,3742,WHITE ALBUM2,https://cs1.anime.dmkt-sp.jp/anime_kv/img/24/47/5/24475_1_8_8b.png?1610587850000
3140,機巧少女は傷つかない,319,機巧少女は傷つかない,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/01/0/11010_1_8_8b.png?1551181550000
3142,アウトブレイク・カンパニー,233,アウトブレイク・カンパニー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/56/5/21565_1_8_8b.png?1551263626000
3143,COPPELION,543,COPPELION,""
3144,のんのんびより,2880,のんのんびより,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/00/8/11008_1_8_8b.png?1551177791000
3146,ポンコツクエスト～魔王と派遣の魔物たち～,2983,ポンコツクエスト～魔王と派遣の魔物たち～,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/57/9/20579_1_8_8b.png?1601368948000
3148,ログ・ホライズン,16,ログ・ホライズン,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/31/7/11317_1_8_8b.png?1551420680000
3149,弱虫ペダル,3994,弱虫ペダル,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/44/3/11443_1_8_8b.png?1551173708000
3151,勇者になれなかった俺はしぶしぶ就職を決意しました。,249,勇者になれなかった俺はしぶしぶ就職を決意しました。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/33/6/11336_1_8_8b.png?1551178042000
3153,俺の脳内選択肢が、学園ラブコメを全力で邪魔している,3544,俺の脳内選択肢が、学園ラブコメを全力で邪魔している,""
3156,リトルバスターズ！～Refrain～,4608,リトルバスターズ！～Refrain～,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/01/5/11015_1_8_8b.png?1591839346000
3158,てさぐれ！部活もの,3071,てさぐれ！部活もの,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/15/1/11151_1_8_8b.png?1552447726000
3161,ストライク・ザ・ブラッド,64,ストライク・ザ・ブラッド,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/00/2/11002_1_8_8b.png?1551178032000
3162,東京レイヴンズ,119,東京レイヴンズ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/01/6/11016_1_8_8b.png?1551178205000
3169,サカサマのパテマ,1163,サカサマのパテマ,""
3171,声優戦隊ボイストーム7,2786,声優戦隊ボイストーム7,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/02/0/11020_1_8_8b.png?1591345808000
3173,ガリレイドンナ,792,ガリレイドンナ,""
3174,ガンダムビルドファイターズ,1817,ガンダムビルドファイターズ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/43/8/11438_1_8_8b.png?1552446808000
3177,京騒戯画,772,京騒戯画,""
3178,はじめの一歩 Rising,4034,はじめの一歩 Rising,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/85/9/20859_1_8_8b.png?1551266641000
3179,サムライフラメンコ,699,サムライフラメンコ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/23/0/11230_1_8_8b.png?1552445596000
3181,ガイストクラッシャー,989,ガイストクラッシャー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/03/0/11030_1_8_8b.png?1552447873000
3182,BLAZBLUE ALTER MEMORY,779,BLAZBLUE ALTER MEMORY,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/01/7/11017_1_8_8b.png?1551182790000
3184,フリージング ヴァイブレーション,2459,フリージング ヴァイブレーション,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/00/9/11009_1_8_8b.png?1551421952000
3192,メガネブ！,3177,メガネブ！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/02/4/11024_1_8_8b.png?1551180733000
3204,BRAVE10,2378,BRAVE10,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/71/3/10713_1_8_8b.png?1551423285000
3206,アクエリオンEVOL,446,アクエリオンEVOL,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/13/8/20138_1_8_8b.png?1551175807000
3211,モーレツ宇宙海賊,239,モーレツ宇宙海賊,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/70/7/10707_1_8_8b.png?1552447602000
3214,アマガミSS+ plus,3590,アマガミSS+ plus,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/44/8/20448_1_8_8b.png?1551264780000
3215,男子高校生の日常,2892,男子高校生の日常,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/28/2/20282_1_8_8b.png?1551174381000
3216,戦姫絶唱シンフォギア,207,戦姫絶唱シンフォギア,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/15/3/20153_1_8_8b.png?1551183932000
3218,Another,4222,Another,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/64/6/10646_1_8_8b.png?1551176781000
3220,キルミーベイベー,3020,キルミーベイベー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/97/0/22970_1_8_8b.png?1564642807000
3222,探偵オペラ ミルキィホームズ 第2幕,897,探偵オペラ ミルキィホームズ 第2幕,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/01/1/20011_1_8_8b.png?1551422656000
3223,妖狐×僕SS,3508,妖狐×僕SS,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/86/5/20865_1_8_8b.png?1551267264000
3225,あの夏で待ってる,595,あの夏で待ってる,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/33/4/20334_1_8_8b.png?1551265306000
3226,ハイスクールD×D,263,ハイスクールD×D,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/93/1/10931_1_8_8b.png?1551175432000
3227,エリアの騎士,4033,エリアの騎士,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/28/8/11288_1_8_8b.png?1551181460000
3234,偽物語,122,偽物語,""
3235,スマイルプリキュア！,923,スマイルプリキュア！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/24/38/8/24388_1_8_8b.png?1606446277000
3236,ゼロの使い魔F,439,ゼロの使い魔F,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/85/1/10851_1_8_8b.png?1551173524000
3237,テルマエ・ロマエ,980,テルマエ・ロマエ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/19/3/11193_1_8_8b.png?1552447329000
3238,夏目友人帳 肆,112,夏目友人帳 肆,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/85/0/10850_1_8_8b.png?1551183700000
3239,猫物語(黒),365,猫物語(黒),https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/38/0/11380_1_8_8b.png?1551179978000
3240,パパのいうことを聞きなさい！,3613,パパのいうことを聞きなさい！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/75/0/22750_1_8_8b.png?1555576250000
3243,新テニスの王子様,4083,新テニスの王子様,""
3244,ポヨポヨ観察日記,3175,ポヨポヨ観察日記,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/07/7/20077_1_8_8b.png?1551177111000
3250,わすれなぐも,1469,わすれなぐも,""
3257,アクセル・ワールド,89,アクセル・ワールド,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/65/1/10651_1_8_8b.png?1551177090000
3259,氷菓,4214,氷菓,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/83/8/10838_1_8_8b.png?1551181755000
3260,さんかれあ,3574,さんかれあ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/35/1/21351_1_8_8b.png?1551261720000
3262,エウレカセブンAO,502,エウレカセブンAO,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/85/0/21850_1_8_8b.png?1551347347000
3264,這いよれ！ニャル子さん,221,這いよれ！ニャル子さん,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/80/0/10800_1_8_8b.png?1551179912000
3266,咲-Saki- 阿知賀編 episode of side-A,4025,咲-Saki- 阿知賀編 episode of side-A,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/13/3/11133_1_8_8b.png?1552445793000
3269,シャイニング・ハーツ ～幸せのパン～,744,シャイニング・ハーツ ～幸せのパン～,""
3270,宇宙兄弟,101,宇宙兄弟,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/39/1/22391_1_8_8b.png?1551346400000
3275,しろくまカフェ,3887,しろくまカフェ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/79/8/10798_1_8_8b.png?1594796449000
3276,聖闘士星矢Ω,322,聖闘士星矢Ω,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/13/3/20133_1_8_8b.png?1551421845000
3278,つり球,593,つり球,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/17/9/11179_1_8_8b.png?1552445903000
3280,しばいぬ子さん,3303,しばいぬ子さん,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/73/9/10739_1_8_8b.png?1551176319000
3285,謎の彼女X,3703,謎の彼女X,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/83/2/22832_1_8_8b.png?1559808030000
3291,キングダム,4359,キングダム,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/52/3/20523_1_8_8b.png?1551420965000
3295,映画プリキュアオールスターズNewStage みらいのともだち,1170,映画プリキュアオールスターズNewStage みらいのともだち,""
3301,戦国コレクション,763,戦国コレクション,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/86/1/10861_1_8_8b.png?1551182165000
3303,黄昏乙女×アムネジア,3604,黄昏乙女×アムネジア,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/40/3/11403_1_8_8b.png?1552445822000
3306,あっちこっち,3578,あっちこっち,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/21/2/21212_1_8_8b.png?1551271313000
3309,AKB0048,831,AKB0048,""
3311,君と僕。2,3076,君と僕。2,""
3312,クイーンズブレイド リベリオン,890,クイーンズブレイド リベリオン,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/40/2/11402_1_8_8b.png?1551175738000
3316,プリティーリズム・ディアマイフューチャー,4539,プリティーリズム・ディアマイフューチャー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/20/4/21204_1_8_8b.png?1551261991000
3320,ゆるめいつ 3でぃ ,3339,ゆるめいつ 3でぃ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/62/9/10629_1_8_8b.png?1551421499000
3328,アシュラ,4786,アシュラ,""
3332,ココロコネクト,482,ココロコネクト,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/50/2/22502_1_8_8b.png?1551350806000
3334,この中に1人、妹がいる！,3553,この中に1人、妹がいる！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/56/4/11564_1_8_8b.png?1552447893000
3336,恋と選挙とチョコレート,3701,恋と選挙とチョコレート,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/64/8/10648_1_8_8b.png?1582249710000
3338,じょしらく,2957,じょしらく,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/08/7/21087_1_8_8b.png?1551267709000
3339,ゆるゆり♪♪,2944,ゆるゆり♪♪,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/51/3/10513_1_8_8b.png?1551180948000
3342,アルカナ・ファミリア,2367,アルカナ・ファミリア,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/51/4/10514_1_8_8b.png?1551181191000
3344,乃木坂春香の秘密 ふぃな～れ♪,3756,乃木坂春香の秘密 ふぃな～れ♪,""
3351,夏雪ランデブー,3681,夏雪ランデブー,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/21/0/11210_1_8_8b.png?1552447185000
3352,ソードアート・オンライン,7,ソードアート・オンライン,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/34/2/11342_1_8_8b.png?1551184375000
3354,ちとせげっちゅ！！,3341,ちとせげっちゅ！！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/74/1/10741_1_8_8b.png?1551182176000
3356,人類は衰退しました,382,人類は衰退しました,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/59/8/22598_1_8_8b.png?1551256226000
3360,魔法少女リリカルなのは The MOVIE 2nd A's,1052,魔法少女リリカルなのは The MOVIE 2nd A's,""
3362,境界線上のホライゾンⅡ,424,境界線上のホライゾンⅡ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/21/7/11217_1_8_8b.png?1551349034000
3372,超訳百人一首 うた恋い。,3690,超訳百人一首 うた恋い。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/56/0/11560_1_8_8b.png?1591867876000
3373,DOG DAYS',511,DOG DAYS',https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/55/5/11555_1_8_8b.png?1581309007000
3374,トータル・イクリプス,297,トータル・イクリプス,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/65/6/20656_1_8_8b.png?1551266596000
3377,織田信奈の野望,266,織田信奈の野望,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/99/8/10998_1_8_8b.png?1551176053000
3380,ROAD TO NINJA -NARUTO THE MOVIE-,2542,ROAD TO NINJA -NARUTO THE MOVIE-,""
3382,薄桜鬼 黎明録,3656,薄桜鬼 黎明録,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/51/5/10515_1_8_8b.png?1551183034000
3394,バトルスピリッツ ソードアイズ,4116,バトルスピリッツ ソードアイズ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/22/57/4/22574_1_8_8b.png?1551348661000
3402,銀魂’ 延長戦,2233,銀魂’ 延長戦,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/55/7/21557_1_8_8b.png?1551260592000
3406,お兄ちゃんだけど愛さえあれば関係ないよねっ,3522,お兄ちゃんだけど愛さえあれば関係ないよねっ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/43/0/11430_1_8_8b.png?1551352787000
3407,てーきゅう,3130,てーきゅう,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/72/2/10722_1_8_8b.png?1551173628000
3418,この男子、人魚ひろいました。,4809,この男子、人魚ひろいました。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/91/3/10913_1_8_8b.png?1551174370000
3426,リトルバスターズ！,3534,リトルバスターズ！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/43/4/20434_1_8_8b.png?1551263441000
3428,うーさーのその日暮らし,3231,うーさーのその日暮らし,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/54/0/11540_1_8_8b.png?1551177931000
3429,ジョジョの奇妙な冒険,73,ジョジョの奇妙な冒険,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/49/5/20495_1_8_8b.png?1551269211000
3430,絶園のテンペスト,222,絶園のテンペスト,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/42/1/21421_1_8_8b.png?1551422148000
3434,ROBOTICS;NOTES,1829,ROBOTICS;NOTES,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/19/0/11190_1_8_8b.png?1552446330000
3435,となりの怪物くん,2934,となりの怪物くん,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/71/3/20713_1_8_8b.png?1551266618000
3437,中二病でも恋がしたい！,3498,中二病でも恋がしたい！,https://cs1.anime.dmkt-sp.jp/anime_kv/img/20/32/6/20326_1_8_8b.png?1551420874000
3442,新世界より,224,新世界より,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/84/6/10846_1_8_8b.png?1551183046000
3443,神様はじめました,2908,神様はじめました,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/64/5/10645_1_8_8b.png?1551422453000
3446,超速変形ジャイロゼッター,1959,超速変形ジャイロゼッター,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/39/3/11393_1_8_8b.png?1552444512000
3447,さくら荘のペットな彼女,3478,さくら荘のペットな彼女,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/65/5/10655_1_8_8b.png?1551183057000
3448,イクシオン サーガ DT,601,イクシオン サーガ DT,""
3451,えびてん 公立海老栖川高校天悶部,3122,えびてん 公立海老栖川高校天悶部,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/79/0/10790_1_8_8b.png?1551176641000
3455,映画スマイルプリキュア！絵本の中はみんなチグハグ！,1223,映画スマイルプリキュア！絵本の中はみんなチグハグ！,""
3457,好きっていいなよ。,3541,好きっていいなよ。,https://cs1.anime.dmkt-sp.jp/anime_kv/img/11/30/3/11303_1_8_8b.png?1551174216000
3465,K,280,K,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/64/7/10647_1_8_8b.png?1551422102000
3467,ひだまりスケッチ×ハニカム,3920,ひだまりスケッチ×ハニカム,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/44/0/21440_1_8_8b.png?1551267977000
3469,武装神姫,2039,武装神姫,""
3483,ルパンしゃんしぇい,3237,ルパンしゃんしぇい,https://cs1.anime.dmkt-sp.jp/anime_kv/img/21/90/2/21902_1_8_8b.png?1551352799000
3484,ダンボール戦機,550,ダンボール戦機,""
3490,これはゾンビですか？,2240,これはゾンビですか？,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/39/8/10398_1_8_8b.png?1551183230000
3495,バカとテストと召喚獣 ～祭～,2427,バカとテストと召喚獣 ～祭～,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/09/9/10099_1_8_8b.png?1551173924000
3498,魔法少女まどか☆マギカ,136,魔法少女まどか☆マギカ,https://cs1.anime.dmkt-sp.jp/anime_kv/img/10/23/4/10234_1_8_8b.png?1551173820000
3507,最遊記外伝,1013,最遊記外伝,""
3511,カードファイト!! ヴァンガード,605,カードファイト!! ヴァンガード,""
3514,スイートプリキュア♪,994,スイートプリキュア♪,https://cs1.anime.dmkt-sp.jp/anime_kv/img/24/38/7/24387_1_8_8b.png?1606446303000
3518,放課後のプレアデス,829,放課後のプレアデス,""
3521,フリージング,604,フリージング,""
