title,image_url,
デカダンス,https://abm.hayabusa.media/series/25-150/thumb.png%3Fversion%3D1592892497?width=242&height=136&quality=60&format=jpg&version=1592892497&fit=fill&background=000000
七つの大罪 憤怒の審判,https://abm.hayabusa.media/series/397-17/thumb.png%3Fversion%3D1611570625?width=242&height=136&quality=60&format=jpg&version=1611570625&fit=fill&background=000000
夏目友人帳 陸,https://abm.hayabusa.media/series/190-26/thumb.png%3Fversion%3D1607597233?width=242&height=136&quality=60&format=jpg&version=1607597233&fit=fill&background=000000
こちら葛飾区亀有公園前派出所,https://abm.hayabusa.media/series/203-2/thumb.png%3Fversion%3D1561456111?width=242&height=136&quality=60&format=jpg&version=1561456111&fit=fill&background=000000
ひぐらしのなく頃に業,https://abm.hayabusa.media/series/117-24/thumb.png%3Fversion%3D1602206344?width=242&height=136&quality=60&format=jpg&version=1602206344&fit=fill&background=000000
劇場版 弱虫ペダル,https://abm.hayabusa.media/series/19-11/thumb.png%3Fversion%3D1596704080?width=242&height=136&quality=60&format=jpg&version=1596704080&fit=fill&background=000000
コードギアス 反逆のルルーシュII 叛道,https://abm.hayabusa.media/series/13-84/thumb.png%3Fversion%3D1561023930?width=242&height=136&quality=60&format=jpg&version=1561023930&fit=fill&background=000000
安達としまむら,https://abm.hayabusa.media/series/25-155/thumb.png%3Fversion%3D1601522466?width=242&height=136&quality=60&format=jpg&version=1601522466&fit=fill&background=000000
とらドラ！,https://abm.hayabusa.media/series/25-6jeernicbkx/thumb.png%3Fversion%3D1568087369?width=242&height=136&quality=60&format=jpg&version=1568087369&fit=fill&background=000000
プリンセスコネクト！Re:Dive,https://abm.hayabusa.media/series/512-2/thumb.png%3Fversion%3D1584934098?width=242&height=136&quality=60&format=jpg&version=1584934098&fit=fill&background=000000
鋼の錬金術師 嘆きの丘の聖なる星,https://abm.hayabusa.media/series/26-18ffkucxeiww/thumb.png%3Fversion%3D1595908580?width=242&height=136&quality=60&format=jpg&version=1595908580&fit=fill&background=000000
夏目友人帳,https://abm.hayabusa.media/series/190-21/thumb.png%3Fversion%3D1607597186?width=242&height=136&quality=60&format=jpg&version=1607597186&fit=fill&background=000000
秒速5センチメートル,https://abm.hayabusa.media/series/116-18y2w6jt3zj/thumb.png%3Fversion%3D1563270893?width=242&height=136&quality=60&format=jpg&version=1563270893&fit=fill&background=000000
スチームボーイ,https://abm.hayabusa.media/series/420-28/thumb.png%3Fversion%3D1585034208?width=242&height=136&quality=60&format=jpg&version=1585034208&fit=fill&background=000000
オーバーロードⅡ,https://abm.hayabusa.media/series/25-88/thumb.png%3Fversion%3D1561029346?width=242&height=136&quality=60&format=jpg&version=1561029346&fit=fill&background=000000
機動戦士ガンダム 逆襲のシャア,https://abm.hayabusa.media/series/13-73/thumb.png%3Fversion%3D1563427678?width=242&height=136&quality=60&format=jpg&version=1563427678&fit=fill&background=000000
小野下野のどこでもクエスト２,https://abm.hayabusa.media/series/169-112/thumb.png%3Fversion%3D1609743350?width=242&height=136&quality=60&format=jpg&version=1609743350&fit=fill&background=000000
オーバーロードⅢ,https://abm.hayabusa.media/series/25-97/thumb.png%3Fversion%3D1561526487?width=242&height=136&quality=60&format=jpg&version=1561526487&fit=fill&background=000000
夏目友人帳 参,https://abm.hayabusa.media/series/190-23/thumb.png%3Fversion%3D1607597324?width=242&height=136&quality=60&format=jpg&version=1607597324&fit=fill&background=000000
ようこそ実力至上主義の教室へ,https://abm.hayabusa.media/series/25-73/thumb.png%3Fversion%3D1583978989?width=242&height=136&quality=60&format=jpg&version=1583978989&fit=fill&background=000000
ダーウィンズゲーム,https://abm.hayabusa.media/series/26-87/thumb.png%3Fversion%3D1577158379?width=242&height=136&quality=60&format=jpg&version=1577158379&fit=fill&background=000000
ありふれた職業で世界最強,https://abm.hayabusa.media/series/149-4/thumb.png%3Fversion%3D1562041971?width=242&height=136&quality=60&format=jpg&version=1562041971&fit=fill&background=000000
夏目友人帳 肆,https://abm.hayabusa.media/series/190-24/thumb.png%3Fversion%3D1607597270?width=242&height=136&quality=60&format=jpg&version=1607597270&fit=fill&background=000000
ダンジョンに出会いを求めるのは間違っているだろうかII OVA,https://abm.hayabusa.media/series/174-14/thumb.png%3Fversion%3D1584350634?width=242&height=136&quality=60&format=jpg&version=1584350634&fit=fill&background=000000
幽☆遊☆白書 冥界死闘篇 炎の絆,https://abm.hayabusa.media/series/19-46/thumb.png%3Fversion%3D1594350033?width=242&height=136&quality=60&format=jpg&version=1594350033&fit=fill&background=000000
この素晴らしい世界に祝福を！,https://abm.hayabusa.media/series/25-40xx2hk3u5ai/thumb.png%3Fversion%3D1561705733?width=242&height=136&quality=60&format=jpg&version=1561705733&fit=fill&background=000000
グレイプニル,https://abm.hayabusa.media/series/523-1/thumb.png%3Fversion%3D1586498264?width=242&height=136&quality=60&format=jpg&version=1586498264&fit=fill&background=000000
進撃の巨人,https://abm.hayabusa.media/series/30-5/thumb.png%3Fversion%3D1564455822?width=242&height=136&quality=60&format=jpg&version=1564455822&fit=fill&background=000000
憂国のモリアーティ,https://abm.hayabusa.media/series/420-36/thumb.png%3Fversion%3D1601451128?width=242&height=136&quality=60&format=jpg&version=1601451128&fit=fill&background=000000
オーバーロード,https://abm.hayabusa.media/series/25-6/thumb.png%3Fversion%3D1561028950?width=242&height=136&quality=60&format=jpg&version=1561028950&fit=fill&background=000000
この素晴らしい世界に祝福を！２,https://abm.hayabusa.media/series/25-45/thumb.png%3Fversion%3D1561029274?width=242&height=136&quality=60&format=jpg&version=1561029274&fit=fill&background=000000
装甲娘戦機,https://abm.hayabusa.media/series/194-21/thumb.png%3Fversion%3D1608727200?width=242&height=136&quality=60&format=jpg&version=1608727200&fit=fill&background=000000
劇場版 魔法少女まどか☆マギカ［前編］始まりの物語,https://abm.hayabusa.media/series/26-21/thumb.png%3Fversion%3D1576742418?width=242&height=136&quality=60&format=jpg&version=1576742418&fit=fill&background=000000
スラムダンク,https://abm.hayabusa.media/series/5-4c-gndnhftp/thumb.png%3Fversion%3D1561446539?width=242&height=136&quality=60&format=jpg&version=1561446539&fit=fill&background=000000
賢者の孫,https://abm.hayabusa.media/series/54-33/thumb.png%3Fversion%3D1561599000?width=242&height=136&quality=60&format=jpg&version=1561599000&fit=fill&background=000000
続 夏目友人帳,https://abm.hayabusa.media/series/190-22/thumb.png%3Fversion%3D1607597297?width=242&height=136&quality=60&format=jpg&version=1607597297&fit=fill&background=000000
文豪ストレイドッグス わん！,https://abm.hayabusa.media/series/25-161/thumb.png%3Fversion%3D1609726974?width=242&height=136&quality=60&format=jpg&version=1609726974&fit=fill&background=000000
モブサイコ100 REIGEN ～知られざる奇跡の霊能力者～,https://abm.hayabusa.media/series/199-37/thumb.png%3Fversion%3D1608183214?width=242&height=136&quality=60&format=jpg&version=1608183214&fit=fill&background=000000
